ontology_area_id,atlas_id,axis,atlas_label,normalized_label,side,lobe_or_group,hosts,taro_present,runtime_scope,wiki_target_slug,coverage_class,scope_reason,duplicate_status,canonical_slug,evidence_source,review_status,reviewed_at
julich:area-op8:l,julich,cyto,Area Op8 (Frontal Operculum) · L,area-op8-frontal-operculum,L,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-op8:r,julich,cyto,Area Op8 (Frontal Operculum) · R,area-op8-frontal-operculum,R,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-op9:l,julich,cyto,Area Op9 (Frontal Operculum) · L,area-op9-frontal-operculum,L,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-op9:r,julich,cyto,Area Op9 (Frontal Operculum) · R,area-op9-frontal-operculum,R,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-sfg2:l,julich,cyto,Area SFG2 (SFG) · L,area-sfg2-sfg,L,frontal,superior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-sfg2:r,julich,cyto,Area SFG2 (SFG) · R,area-sfg2-sfg,R,frontal,superior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-sfg3:l,julich,cyto,Area SFG3 (SFG) · L,area-sfg3-sfg,L,frontal,superior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-sfg3:r,julich,cyto,Area SFG3 (SFG) · R,area-sfg3-sfg,R,frontal,superior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-sfg4:l,julich,cyto,Area SFG4 (SFG) · L,area-sfg4-sfg,L,frontal,superior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-sfg4:r,julich,cyto,Area SFG4 (SFG) · R,area-sfg4-sfg,R,frontal,superior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-sfs1:l,julich,cyto,Area SFS1 (SFS) · L,area-sfs1-sfs,L,frontal,middle-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-sfs1:r,julich,cyto,Area SFS1 (SFS) · R,area-sfs1-sfs,R,frontal,middle-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-sfs2:l,julich,cyto,Area SFS2 (SFS) · L,area-sfs2-sfs,L,frontal,middle-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-sfs2:r,julich,cyto,Area SFS2 (SFS) · R,area-sfs2-sfs,R,frontal,middle-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:frontal-i-1:l,julich,cyto,Frontal-I.1 (GapMap) · L,frontal-i-1-gapmap,L,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:frontal-i-1:r,julich,cyto,Frontal-I.1 (GapMap) · R,frontal-i-1-gapmap,R,frontal,inferior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:frontal-i-2:l,julich,cyto,Frontal-I.2 (GapMap) · L,frontal-i-2-gapmap,L,frontal,superior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:frontal-i-2:r,julich,cyto,Frontal-I.2 (GapMap) · R,frontal-i-2-gapmap,R,frontal,superior-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:frontal-ii:l,julich,cyto,Frontal-II (GapMap) · L,frontal-ii-gapmap,L,frontal,middle-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:frontal-ii:r,julich,cyto,Frontal-II (GapMap) · R,frontal-ii-gapmap,R,frontal,middle-frontal-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:frontal-to-temporal-i:l,julich,cyto,Frontal-to-Temporal-I (GapMap) · L,frontal-to-temporal-i-gapmap,L,frontal,posterior-orbital-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-ia1:l,julich,cyto,Area Ia1 (Insula) · L,area-ia1-insula,L,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-ia1:r,julich,cyto,Area Ia1 (Insula) · R,area-ia1-insula,R,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-ia2:l,julich,cyto,Area Ia2 (Insula) · L,area-ia2-insula,L,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-ia2:r,julich,cyto,Area Ia2 (Insula) · R,area-ia2-insula,R,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-ia3:l,julich,cyto,Area Ia3 (Insula) · L,area-ia3-insula,L,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-ia3:r,julich,cyto,Area Ia3 (Insula) · R,area-ia3-insula,R,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-id1:l,julich,cyto,Area Id1 (Insula) · L,area-id1-insula,L,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-id1:r,julich,cyto,Area Id1 (Insula) · R,area-id1-insula,R,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-id10:l,julich,cyto,Area Id10 (Insula) · L,area-id10-insula,L,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-id10:r,julich,cyto,Area Id10 (Insula) · R,area-id10-insula,R,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-id2:l,julich,cyto,Area Id2 (Insula) · L,area-id2-insula,L,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-id2:r,julich,cyto,Area Id2 (Insula) · R,area-id2-insula,R,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-id3:l,julich,cyto,Area Id3 (Insula) · L,area-id3-insula,L,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-id3:r,julich,cyto,Area Id3 (Insula) · R,area-id3-insula,R,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-id4:l,julich,cyto,Area Id4 (Insula) · L,area-id4-insula,L,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-id4:r,julich,cyto,Area Id4 (Insula) · R,area-id4-insula,R,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-id5:l,julich,cyto,Area Id5 (Insula) · L,area-id5-insula,L,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-id5:r,julich,cyto,Area Id5 (Insula) · R,area-id5-insula,R,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-id6:l,julich,cyto,Area Id6 (Insula) · L,area-id6-insula,L,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-id6:r,julich,cyto,Area Id6 (Insula) · R,area-id6-insula,R,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-id7:l,julich,cyto,Area Id7 (Insula) · L,area-id7-insula,L,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-id7:r,julich,cyto,Area Id7 (Insula) · R,area-id7-insula,R,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-id8:l,julich,cyto,Area Id8 (Insula) · L,area-id8-insula,L,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-id8:r,julich,cyto,Area Id8 (Insula) · R,area-id8-insula,R,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-id9:l,julich,cyto,Area Id9 (Insula) · L,area-id9-insula,L,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-id9:r,julich,cyto,Area Id9 (Insula) · R,area-id9-insula,R,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-ig1:l,julich,cyto,Area Ig1 (Insula) · L,area-ig1-insula,L,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-ig1:r,julich,cyto,Area Ig1 (Insula) · R,area-ig1-insula,R,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-ig2:l,julich,cyto,Area Ig2 (Insula) · L,area-ig2-insula,L,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-ig2:r,julich,cyto,Area Ig2 (Insula) · R,area-ig2-insula,R,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-ig3:l,julich,cyto,Area Ig3 (Insula) · L,area-ig3-insula,L,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-ig3:r,julich,cyto,Area Ig3 (Insula) · R,area-ig3-insula,R,insula,insula-combined,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:frontal-to-temporal-i:r,julich,cyto,Frontal-to-Temporal-I (GapMap) · R,frontal-to-temporal-i-gapmap,R,insula,first-short-gyrus-of-insula,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-25:l,julich,cyto,Area 25 (sACC) · L,area-25-sacc,L,limbic,cingulate-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-25:r,julich,cyto,Area 25 (sACC) · R,area-25-sacc,R,limbic,cingulate-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-33:l,julich,cyto,Area 33 (ACC) · L,area-33-acc,L,limbic,cingulate-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-33:r,julich,cyto,Area 33 (ACC) · R,area-33-acc,R,limbic,cingulate-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-p24ab:l,julich,cyto,Area p24ab (pACC) · L,area-p24ab-pacc,L,limbic,cingulate-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-p24ab:r,julich,cyto,Area p24ab (pACC) · R,area-p24ab-pacc,R,limbic,cingulate-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-p24c:l,julich,cyto,Area p24c (pACC) · L,area-p24c-pacc,L,limbic,cingulate-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-p24c:r,julich,cyto,Area p24c (pACC) · R,area-p24c-pacc,R,limbic,cingulate-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-p32:l,julich,cyto,Area p32 (pACC) · L,area-p32-pacc,L,limbic,cingulate-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-p32:r,julich,cyto,Area p32 (pACC) · R,area-p32-pacc,R,limbic,cingulate-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-s24:l,julich,cyto,Area s24 (sACC) · L,area-s24-sacc,L,limbic,cingulate-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-s24:r,julich,cyto,Area s24 (sACC) · R,area-s24-sacc,R,limbic,cingulate-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-s32:l,julich,cyto,Area s32 (sACC) · L,area-s32-sacc,L,limbic,cingulate-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-s32:r,julich,cyto,Area s32 (sACC) · R,area-s32-sacc,R,limbic,cingulate-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:frontal-to-occipital:l,julich,cyto,Frontal-to-Occipital (GapMap) · L,frontal-to-occipital-gapmap,L,limbic,cingulate-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:frontal-to-occipital:r,julich,cyto,Frontal-to-Occipital (GapMap) · R,frontal-to-occipital-gapmap,R,limbic,cingulate-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-hoc1:l,julich,cyto,"Area hOc1 (V1, 17, CalcS) · L",area-hoc1-v1-17-calcs,L,occipital,cuneus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-hoc1:r,julich,cyto,"Area hOc1 (V1, 17, CalcS) · R",area-hoc1-v1-17-calcs,R,occipital,cuneus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-hoc2:l,julich,cyto,"Area hOc2 (V2, 18) · L",area-hoc2-v2-18,L,occipital,cuneus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-hoc2:r,julich,cyto,"Area hOc2 (V2, 18) · R",area-hoc2-v2-18,R,occipital,cuneus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-hoc3d:l,julich,cyto,Area hOc3d (Cuneus) · L,area-hoc3d-cuneus,L,occipital,cuneus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-hoc3d:r,julich,cyto,Area hOc3d (Cuneus) · R,area-hoc3d-cuneus,R,occipital,cuneus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-hoc3v:l,julich,cyto,Area hOc3v (LingG) · L,area-hoc3v-lingg,L,occipital,lingual-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-hoc3v:r,julich,cyto,Area hOc3v (LingG) · R,area-hoc3v-lingg,R,occipital,lingual-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-hoc4d:l,julich,cyto,Area hOc4d (Cuneus) · L,area-hoc4d-cuneus,L,occipital,cuneus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-hoc4d:r,julich,cyto,Area hOc4d (Cuneus) · R,area-hoc4d-cuneus,R,occipital,cuneus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-hoc4la:l,julich,cyto,Area hOc4la (LOC) · L,area-hoc4la-loc,L,occipital,lateral-occipital-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-hoc4la:r,julich,cyto,Area hOc4la (LOC) · R,area-hoc4la-loc,R,occipital,lateral-occipital-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-hoc4lp:l,julich,cyto,Area hOc4lp (LOC) · L,area-hoc4lp-loc,L,occipital,lateral-occipital-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-hoc4lp:r,julich,cyto,Area hOc4lp (LOC) · R,area-hoc4lp-loc,R,occipital,lateral-occipital-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-hoc4v:l,julich,cyto,Area hOc4v (LingG) · L,area-hoc4v-lingg,L,occipital,lingual-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-hoc4v:r,julich,cyto,Area hOc4v (LingG) · R,area-hoc4v-lingg,R,occipital,lingual-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-hoc5:l,julich,cyto,Area hOc5 (LOC) · L,area-hoc5-loc,L,occipital,lateral-occipital-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-hoc5:r,julich,cyto,Area hOc5 (LOC) · R,area-hoc5-loc,R,occipital,lateral-occipital-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-1:l,julich,cyto,Area 1 (PostCG) · L,area-1-postcg,L,parietal,postcentral-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-1:r,julich,cyto,Area 1 (PostCG) · R,area-1-postcg,R,parietal,postcentral-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-2:l,julich,cyto,Area 2 (PostCS) · L,area-2-postcs,L,parietal,postcentral-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-2:r,julich,cyto,Area 2 (PostCS) · R,area-2-postcs,R,parietal,postcentral-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-3a:l,julich,cyto,Area 3a (PostCG) · L,area-3a-postcg,L,parietal,postcentral-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-3a:r,julich,cyto,Area 3a (PostCG) · R,area-3a-postcg,R,parietal,postcentral-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-3b:l,julich,cyto,Area 3b (PostCG) · L,area-3b-postcg,L,parietal,postcentral-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-3b:r,julich,cyto,Area 3b (PostCG) · R,area-3b-postcg,R,parietal,postcentral-gyrus,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-5ci:l,julich,cyto,Area 5Ci (SPL) · L,area-5ci-spl,L,parietal,superior-parietal-lobule,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-5ci:r,julich,cyto,Area 5Ci (SPL) · R,area-5ci-spl,R,parietal,superior-parietal-lobule,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-5l:l,julich,cyto,Area 5L (SPL) · L,area-5l-spl,L,parietal,superior-parietal-lobule,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-5l:r,julich,cyto,Area 5L (SPL) · R,area-5l-spl,R,parietal,superior-parietal-lobule,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-5m:l,julich,cyto,Area 5M (SPL) · L,area-5m-spl,L,parietal,superior-parietal-lobule,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-5m:r,julich,cyto,Area 5M (SPL) · R,area-5m-spl,R,parietal,superior-parietal-lobule,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-7a:l,julich,cyto,Area 7A (SPL) · L,area-7a-spl,L,parietal,superior-parietal-lobule,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-7a:r,julich,cyto,Area 7A (SPL) · R,area-7a-spl,R,parietal,superior-parietal-lobule,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
julich:area-7m:l,julich,cyto,Area 7M (SPL) · L,area-7m-spl,L,parietal,superior-parietal-lobule,true,taro,julich-brain-v3,atlas_overview,machine_match_current_worktree,needs_manual_review,julich-brain-v3,ontology+wiki_frontmatter,machine_unreviewed,
